image_path,label
SeaLake/SeaLake_2292.jpg,SeaLake
Highway/Highway_1933.jpg,Highway
River/River_2169.jpg,River
AnnualCrop/AnnualCrop_672.jpg,AnnualCrop
PermanentCrop/PermanentCrop_1457.jpg,PermanentCrop
PermanentCrop/PermanentCrop_1365.jpg,PermanentCrop
Industrial/Industrial_2141.jpg,Industrial
SeaLake/SeaLake_1728.jpg,SeaLake
Residential/Residential_974.jpg,Residential
HerbaceousVegetation/HerbaceousVegetation_1207.jpg,HerbaceousVegetation
HerbaceousVegetation/HerbaceousVegetation_1936.jpg,HerbaceousVegetation
Industrial/Industrial_1275.jpg,Industrial
Industrial/Industrial_992.jpg,Industrial
HerbaceousVegetation/HerbaceousVegetation_262.jpg,HerbaceousVegetation
Forest/Forest_2275.jpg,Forest
Residential/Residential_540.jpg,Residential
River/River_1708.jpg,River
SeaLake/SeaLake_540.jpg,SeaLake
Forest/Forest_140.jpg,Forest
Industrial/Industrial_1472.jpg,Industrial
River/River_1408.jpg,River
Pasture/Pasture_421.jpg,Pasture
SeaLake/SeaLake_1688.jpg,SeaLake
Residential/Residential_1846.jpg,Residential
Highway/Highway_2014.jpg,Highway
Residential/Residential_757.jpg,Residential
HerbaceousVegetation/HerbaceousVegetation_2033.jpg,HerbaceousVegetation
Pasture/Pasture_1504.jpg,Pasture
Highway/Highway_2155.jpg,Highway
PermanentCrop/PermanentCrop_2018.jpg,PermanentCrop
AnnualCrop/AnnualCrop_2517.jpg,AnnualCrop
Highway/Highway_2058.jpg,Highway
HerbaceousVegetation/HerbaceousVegetation_704.jpg,HerbaceousVegetation
SeaLake/SeaLake_379.jpg,SeaLake
Highway/Highway_856.jpg,Highway
SeaLake/SeaLake_62.jpg,SeaLake
HerbaceousVegetation/HerbaceousVegetation_1999.jpg,HerbaceousVegetation
Residential/Residential_1780.jpg,Residential
Residential/Residential_1901.jpg,Residential
AnnualCrop/AnnualCrop_2288.jpg,AnnualCrop
Forest/Forest_573.jpg,Forest
AnnualCrop/AnnualCrop_1108.jpg,AnnualCrop
Forest/Forest_224.jpg,Forest
SeaLake/SeaLake_443.jpg,SeaLake
HerbaceousVegetation/HerbaceousVegetation_1906.jpg,HerbaceousVegetation
AnnualCrop/AnnualCrop_2528.jpg,AnnualCrop
Residential/Residential_2566.jpg,Residential
Residential/Residential_462.jpg,Residential
Residential/Residential_1883.jpg,Residential
PermanentCrop/PermanentCrop_43.jpg,PermanentCrop
Highway/Highway_1840.jpg,Highway
Highway/Highway_1323.jpg,Highway
AnnualCrop/AnnualCrop_1961.jpg,AnnualCrop
River/River_390.jpg,River
SeaLake/SeaLake_57.jpg,SeaLake
Pasture/Pasture_1354.jpg,Pasture
River/River_554.jpg,River
Industrial/Industrial_616.jpg,Industrial
Residential/Residential_2433.jpg,Residential
AnnualCrop/AnnualCrop_330.jpg,AnnualCrop
Residential/Residential_281.jpg,Residential
PermanentCrop/PermanentCrop_185.jpg,PermanentCrop
Forest/Forest_1028.jpg,Forest
AnnualCrop/AnnualCrop_2663.jpg,AnnualCrop
Residential/Residential_2773.jpg,Residential
Industrial/Industrial_1334.jpg,Industrial
Highway/Highway_2189.jpg,Highway
HerbaceousVegetation/HerbaceousVegetation_527.jpg,HerbaceousVegetation
River/River_727.jpg,River
Residential/Residential_1675.jpg,Residential
HerbaceousVegetation/HerbaceousVegetation_2098.jpg,HerbaceousVegetation
AnnualCrop/AnnualCrop_2199.jpg,AnnualCrop
Forest/Forest_2209.jpg,Forest
PermanentCrop/PermanentCrop_1979.jpg,PermanentCrop
HerbaceousVegetation/HerbaceousVegetation_2503.jpg,HerbaceousVegetation
Highway/Highway_1027.jpg,Highway
AnnualCrop/AnnualCrop_2126.jpg,AnnualCrop
HerbaceousVegetation/HerbaceousVegetation_412.jpg,HerbaceousVegetation
River/River_2228.jpg,River
Forest/Forest_408.jpg,Forest
Highway/Highway_1477.jpg,Highway
HerbaceousVegetation/HerbaceousVegetation_2810.jpg,HerbaceousVegetation
River/River_1911.jpg,River
Highway/Highway_2491.jpg,Highway
SeaLake/SeaLake_2547.jpg,SeaLake
Forest/Forest_2138.jpg,Forest
Residential/Residential_766.jpg,Residential
River/River_1043.jpg,River
PermanentCrop/PermanentCrop_723.jpg,PermanentCrop
HerbaceousVegetation/HerbaceousVegetation_367.jpg,HerbaceousVegetation
Pasture/Pasture_1502.jpg,Pasture
HerbaceousVegetation/HerbaceousVegetation_1975.jpg,HerbaceousVegetation
Highway/Highway_1397.jpg,Highway
SeaLake/SeaLake_829.jpg,SeaLake
Highway/Highway_1112.jpg,Highway
AnnualCrop/AnnualCrop_1014.jpg,AnnualCrop
Residential/Residential_594.jpg,Residential
Residential/Residential_670.jpg,Residential
Forest/Forest_37.jpg,Forest
Highway/Highway_139.jpg,Highway
Industrial/Industrial_2489.jpg,Industrial
PermanentCrop/PermanentCrop_1648.jpg,PermanentCrop
Industrial/Industrial_2077.jpg,Industrial
HerbaceousVegetation/HerbaceousVegetation_1743.jpg,HerbaceousVegetation
Highway/Highway_1764.jpg,Highway
PermanentCrop/PermanentCrop_1239.jpg,PermanentCrop
Residential/Residential_1503.jpg,Residential
Residential/Residential_1903.jpg,Residential
Forest/Forest_1997.jpg,Forest
PermanentCrop/PermanentCrop_25.jpg,PermanentCrop
Pasture/Pasture_1555.jpg,Pasture
River/River_1832.jpg,River
River/River_1175.jpg,River
Residential/Residential_93.jpg,Residential
HerbaceousVegetation/HerbaceousVegetation_124.jpg,HerbaceousVegetation
River/River_2326.jpg,River
Industrial/Industrial_2484.jpg,Industrial
SeaLake/SeaLake_1508.jpg,SeaLake
Highway/Highway_1055.jpg,Highway
Industrial/Industrial_2045.jpg,Industrial
Industrial/Industrial_1706.jpg,Industrial
Residential/Residential_2337.jpg,Residential
PermanentCrop/PermanentCrop_463.jpg,PermanentCrop
Industrial/Industrial_768.jpg,Industrial
Residential/Residential_1931.jpg,Residential
HerbaceousVegetation/HerbaceousVegetation_471.jpg,HerbaceousVegetation
Residential/Residential_284.jpg,Residential
PermanentCrop/PermanentCrop_1902.jpg,PermanentCrop
PermanentCrop/PermanentCrop_2423.jpg,PermanentCrop
Pasture/Pasture_1742.jpg,Pasture
Residential/Residential_1029.jpg,Residential
Forest/Forest_2578.jpg,Forest
River/River_345.jpg,River
SeaLake/SeaLake_277.jpg,SeaLake
AnnualCrop/AnnualCrop_762.jpg,AnnualCrop
Industrial/Industrial_2185.jpg,Industrial
River/River_1486.jpg,River
Highway/Highway_1742.jpg,Highway
SeaLake/SeaLake_1614.jpg,SeaLake
AnnualCrop/AnnualCrop_2069.jpg,AnnualCrop
Residential/Residential_2382.jpg,Residential
AnnualCrop/AnnualCrop_431.jpg,AnnualCrop
Industrial/Industrial_1270.jpg,Industrial
Highway/Highway_2473.jpg,Highway
HerbaceousVegetation/HerbaceousVegetation_912.jpg,HerbaceousVegetation
SeaLake/SeaLake_2535.jpg,SeaLake
AnnualCrop/AnnualCrop_2292.jpg,AnnualCrop
Forest/Forest_413.jpg,Forest
AnnualCrop/AnnualCrop_2749.jpg,AnnualCrop
Pasture/Pasture_430.jpg,Pasture
River/River_162.jpg,River
Highway/Highway_2446.jpg,Highway
River/River_1658.jpg,River
PermanentCrop/PermanentCrop_1727.jpg,PermanentCrop
SeaLake/SeaLake_1214.jpg,SeaLake
Forest/Forest_826.jpg,Forest
AnnualCrop/AnnualCrop_1836.jpg,AnnualCrop
HerbaceousVegetation/HerbaceousVegetation_2952.jpg,HerbaceousVegetation
HerbaceousVegetation/HerbaceousVegetation_2068.jpg,HerbaceousVegetation
River/River_598.jpg,River
Pasture/Pasture_892.jpg,Pasture
Highway/Highway_2293.jpg,Highway
HerbaceousVegetation/HerbaceousVegetation_2827.jpg,HerbaceousVegetation
River/River_1158.jpg,River
Pasture/Pasture_1495.jpg,Pasture
Industrial/Industrial_529.jpg,Industrial
Pasture/Pasture_683.jpg,Pasture
Pasture/Pasture_1209.jpg,Pasture
Forest/Forest_1067.jpg,Forest
SeaLake/SeaLake_918.jpg,SeaLake
Pasture/Pasture_97.jpg,Pasture
Highway/Highway_646.jpg,Highway
SeaLake/SeaLake_2155.jpg,SeaLake
AnnualCrop/AnnualCrop_1311.jpg,AnnualCrop
AnnualCrop/AnnualCrop_1906.jpg,AnnualCrop
Pasture/Pasture_811.jpg,Pasture
PermanentCrop/PermanentCrop_2052.jpg,PermanentCrop
SeaLake/SeaLake_2484.jpg,SeaLake
Residential/Residential_1646.jpg,Residential
PermanentCrop/PermanentCrop_66.jpg,PermanentCrop
Highway/Highway_633.jpg,Highway
HerbaceousVegetation/HerbaceousVegetation_1484.jpg,HerbaceousVegetation
Residential/Residential_920.jpg,Residential
PermanentCrop/PermanentCrop_451.jpg,PermanentCrop
River/River_2005.jpg,River
Industrial/Industrial_2405.jpg,Industrial
SeaLake/SeaLake_1761.jpg,SeaLake
AnnualCrop/AnnualCrop_1012.jpg,AnnualCrop
AnnualCrop/AnnualCrop_682.jpg,AnnualCrop
Forest/Forest_2220.jpg,Forest
Pasture/Pasture_569.jpg,Pasture
Highway/Highway_224.jpg,Highway
PermanentCrop/PermanentCrop_1949.jpg,PermanentCrop
AnnualCrop/AnnualCrop_1349.jpg,AnnualCrop
Residential/Residential_85.jpg,Residential
Highway/Highway_2469.jpg,Highway
Residential/Residential_730.jpg,Residential
AnnualCrop/AnnualCrop_349.jpg,AnnualCrop
River/River_2357.jpg,River
AnnualCrop/AnnualCrop_2587.jpg,AnnualCrop
Industrial/Industrial_840.jpg,Industrial
PermanentCrop/PermanentCrop_1803.jpg,PermanentCrop
PermanentCrop/PermanentCrop_2340.jpg,PermanentCrop
AnnualCrop/AnnualCrop_966.jpg,AnnualCrop
Forest/Forest_370.jpg,Forest
HerbaceousVegetation/HerbaceousVegetation_1885.jpg,HerbaceousVegetation
River/River_1614.jpg,River
Residential/Residential_782.jpg,Residential
PermanentCrop/PermanentCrop_3.jpg,PermanentCrop
Pasture/Pasture_940.jpg,Pasture
HerbaceousVegetation/HerbaceousVegetation_486.jpg,HerbaceousVegetation
PermanentCrop/PermanentCrop_1613.jpg,PermanentCrop
PermanentCrop/PermanentCrop_1587.jpg,PermanentCrop
Residential/Residential_1689.jpg,Residential
Highway/Highway_816.jpg,Highway
Residential/Residential_897.jpg,Residential
PermanentCrop/PermanentCrop_2150.jpg,PermanentCrop
Forest/Forest_1292.jpg,Forest
Pasture/Pasture_1918.jpg,Pasture
Industrial/Industrial_1212.jpg,Industrial
Forest/Forest_2887.jpg,Forest
River/River_1325.jpg,River
Highway/Highway_499.jpg,Highway
River/River_1343.jpg,River
PermanentCrop/PermanentCrop_1455.jpg,PermanentCrop
HerbaceousVegetation/HerbaceousVegetation_1251.jpg,HerbaceousVegetation
Residential/Residential_224.jpg,Residential
Forest/Forest_2457.jpg,Forest
Forest/Forest_438.jpg,Forest
Pasture/Pasture_1187.jpg,Pasture
SeaLake/SeaLake_2483.jpg,SeaLake
HerbaceousVegetation/HerbaceousVegetation_849.jpg,HerbaceousVegetation
HerbaceousVegetation/HerbaceousVegetation_494.jpg,HerbaceousVegetation
Residential/Residential_2761.jpg,Residential
River/River_411.jpg,River
HerbaceousVegetation/HerbaceousVegetation_2055.jpg,HerbaceousVegetation
HerbaceousVegetation/HerbaceousVegetation_2889.jpg,HerbaceousVegetation
Pasture/Pasture_861.jpg,Pasture
PermanentCrop/PermanentCrop_1605.jpg,PermanentCrop
PermanentCrop/PermanentCrop_1542.jpg,PermanentCrop
SeaLake/SeaLake_2583.jpg,SeaLake
Industrial/Industrial_1150.jpg,Industrial
PermanentCrop/PermanentCrop_854.jpg,PermanentCrop
Forest/Forest_1887.jpg,Forest
Forest/Forest_86.jpg,Forest
SeaLake/SeaLake_2298.jpg,SeaLake
Pasture/Pasture_1198.jpg,Pasture
PermanentCrop/PermanentCrop_1030.jpg,PermanentCrop
River/River_110.jpg,River
Industrial/Industrial_2315.jpg,Industrial
Pasture/Pasture_411.jpg,Pasture
Residential/Residential_2651.jpg,Residential
PermanentCrop/PermanentCrop_1641.jpg,PermanentCrop
River/River_1250.jpg,River
Highway/Highway_1463.jpg,Highway
HerbaceousVegetation/HerbaceousVegetation_2829.jpg,HerbaceousVegetation
Forest/Forest_2242.jpg,Forest
Industrial/Industrial_218.jpg,Industrial
Residential/Residential_786.jpg,Residential
AnnualCrop/AnnualCrop_2758.jpg,AnnualCrop
Pasture/Pasture_1943.jpg,Pasture
PermanentCrop/PermanentCrop_1220.jpg,PermanentCrop
AnnualCrop/AnnualCrop_342.jpg,AnnualCrop
SeaLake/SeaLake_213.jpg,SeaLake
Pasture/Pasture_1643.jpg,Pasture
Pasture/Pasture_207.jpg,Pasture
SeaLake/SeaLake_1874.jpg,SeaLake
PermanentCrop/PermanentCrop_858.jpg,PermanentCrop
SeaLake/SeaLake_1960.jpg,SeaLake
Residential/Residential_193.jpg,Residential
Pasture/Pasture_1721.jpg,Pasture
Forest/Forest_1824.jpg,Forest
HerbaceousVegetation/HerbaceousVegetation_2448.jpg,HerbaceousVegetation
Highway/Highway_666.jpg,Highway
AnnualCrop/AnnualCrop_1622.jpg,AnnualCrop
Forest/Forest_2565.jpg,Forest
Forest/Forest_972.jpg,Forest
AnnualCrop/AnnualCrop_288.jpg,AnnualCrop
HerbaceousVegetation/HerbaceousVegetation_1088.jpg,HerbaceousVegetation
Residential/Residential_636.jpg,Residential
SeaLake/SeaLake_1965.jpg,SeaLake
Residential/Residential_1500.jpg,Residential
Highway/Highway_847.jpg,Highway
SeaLake/SeaLake_193.jpg,SeaLake
AnnualCrop/AnnualCrop_329.jpg,AnnualCrop
Residential/Residential_601.jpg,Residential
Residential/Residential_267.jpg,Residential
AnnualCrop/AnnualCrop_878.jpg,AnnualCrop
AnnualCrop/AnnualCrop_1832.jpg,AnnualCrop
Forest/Forest_2793.jpg,Forest
Highway/Highway_453.jpg,Highway
PermanentCrop/PermanentCrop_296.jpg,PermanentCrop
Residential/Residential_1751.jpg,Residential
SeaLake/SeaLake_1987.jpg,SeaLake
SeaLake/SeaLake_1849.jpg,SeaLake
River/River_1079.jpg,River
HerbaceousVegetation/HerbaceousVegetation_2826.jpg,HerbaceousVegetation
Residential/Residential_921.jpg,Residential
AnnualCrop/AnnualCrop_2284.jpg,AnnualCrop
Pasture/Pasture_945.jpg,Pasture
Forest/Forest_1924.jpg,Forest
AnnualCrop/AnnualCrop_1546.jpg,AnnualCrop
HerbaceousVegetation/HerbaceousVegetation_2368.jpg,HerbaceousVegetation
Residential/Residential_454.jpg,Residential
Industrial/Industrial_224.jpg,Industrial
Pasture/Pasture_1539.jpg,Pasture
River/River_250.jpg,River
Highway/Highway_169.jpg,Highway
Forest/Forest_1688.jpg,Forest
Highway/Highway_1689.jpg,Highway
Residential/Residential_2074.jpg,Residential
Industrial/Industrial_1555.jpg,Industrial
Industrial/Industrial_832.jpg,Industrial
AnnualCrop/AnnualCrop_2658.jpg,AnnualCrop
SeaLake/SeaLake_2112.jpg,SeaLake
PermanentCrop/PermanentCrop_2491.jpg,PermanentCrop
SeaLake/SeaLake_332.jpg,SeaLake
AnnualCrop/AnnualCrop_839.jpg,AnnualCrop
River/River_1187.jpg,River
Industrial/Industrial_1056.jpg,Industrial
PermanentCrop/PermanentCrop_628.jpg,PermanentCrop
SeaLake/SeaLake_1833.jpg,SeaLake
Forest/Forest_870.jpg,Forest
Industrial/Industrial_127.jpg,Industrial
HerbaceousVegetation/HerbaceousVegetation_919.jpg,HerbaceousVegetation
Highway/Highway_418.jpg,Highway
Forest/Forest_2185.jpg,Forest
Forest/Forest_143.jpg,Forest
SeaLake/SeaLake_1955.jpg,SeaLake
SeaLake/SeaLake_859.jpg,SeaLake
River/River_935.jpg,River
AnnualCrop/AnnualCrop_1596.jpg,AnnualCrop
Residential/Residential_1534.jpg,Residential
HerbaceousVegetation/HerbaceousVegetation_1787.jpg,HerbaceousVegetation
Pasture/Pasture_436.jpg,Pasture
Industrial/Industrial_2436.jpg,Industrial
Highway/Highway_2454.jpg,Highway
River/River_1713.jpg,River
Forest/Forest_1714.jpg,Forest
Pasture/Pasture_1201.jpg,Pasture
AnnualCrop/AnnualCrop_73.jpg,AnnualCrop
PermanentCrop/PermanentCrop_1992.jpg,PermanentCrop
HerbaceousVegetation/HerbaceousVegetation_402.jpg,HerbaceousVegetation
HerbaceousVegetation/HerbaceousVegetation_1893.jpg,HerbaceousVegetation
River/River_1952.jpg,River
Highway/Highway_1603.jpg,Highway
AnnualCrop/AnnualCrop_536.jpg,AnnualCrop
